Ticker,Security Name,Company Name,Trading Status,Exchanges,Most Recent Trade Price ($USD Historical rate),Equity Security Type,CIK,Industry Classifications,% Change - Dividend Adj. Day Close Price [03/01/2006-03/01/2007],% Change - Dividend Adj. Day Close Price [03/01/2007-03/01/2008],% Change - Dividend Adj. Day Close Price [03/01/2008-03/01/2009],% Change - Dividend Adj. Day Close Price [03/01/2009-03/01/2010],% Change - Dividend Adj. Day Close Price [03/01/2010-03/01/2011],% Change - Dividend Adj. Day Close Price [03/01/2011-03/01/2012],% Change - Dividend Adj. Day Close Price [03/01/2012-03/01/2013],% Change - Dividend Adj. Day Close Price [03/01/2013-03/01/2014],% Change - Dividend Adj. Day Close Price [03/01/2014-03/01/2015],% Change - Dividend Adj. Day Close Price [03/01/2015-03/01/2016],% Change - Dividend Adj. Day Close Price [03/01/2016-03/01/2017],% Change - Dividend Adj. Day Close Price [03/01/2017-03/01/2018],% Change - Dividend Adj. Day Close Price [03/01/2018-03/01/2019],% Change - Dividend Adj. Day Close Price [03/01/2019-03/01/2020],% Change - Dividend Adj. Day Close Price [03/01/2020-03/01/2021]
NasdaqCM:ANCN,SPONSORED ADS,Anchiano Therapeutics Ltd.,Active,Nasdaq Capital Market (NasdaqCM), 75.36 ,Depository Receipt (Common Stock),0001451980; 0001762418,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-,-88.70,317.40
NasdaqCM:OSS,Common Stock,One Stop Systems Inc.,Active,Nasdaq Capital Market (NasdaqCM), 5.3 ,Common Stock,0001394056,Computer Components (Primary); Data Storage (Primary); Information Technology (Primary); Personal Computers And Accessories (Primary); Servers (Primary); Technology Hardware and Equipment (Primary); Technology Hardware Storage and Peripherals (Primary); Technology Hardware Storage and Peripherals (Primary); Communications Equipment; Communications Equipment; Consumer Discretionary; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Networking Equipment; Online Computer Hardware and Software Retail; Online Specialty Retail; Retailing,-,-,-,-,-,-,-,-,-,-,-,-,-53.00,-5.33,316.40
NasdaqGM:ALPN,Common Stock,Alpine Immune Sciences Inc.,Active,Nasdaq Global Market (NasdaqGM), 12.07 ,Common Stock,0001626199; 0001632083,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-24.70,-53.30,315.40
NYSE:PRTY,Common Stock,Party City Holdco Inc.,Active,New York Stock Exchange (NYSE), 6.62 ,Common Stock,0001592058,Consumer Discretionary (Primary); Retailing (Primary); Specialty Retail (Primary); Specialty Stores (Primary); Accessories; Apparel; Apparel Accessories and Luxury Goods; Collectibles; Collectibles Awards and Seasonal Goods; Commercial and Professional Services; Commercial Services and Supplies; Consumer Durables and Apparel; Diversified Financial Services; Diversified Financials; Financials; Household Durables; Housewares and Specialties; Industrials; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Investment Services and Holding Companies; Kitchen Housewares; Leisure Products; Leisure Products; Materials; Materials; Multi-Sector Holdings; Novelty Items; Office Products; Office Services and Supplies; Online Accessory Retail; Online Apparel and Accessory Retail; Online Apparel Retail; Online Flowers Gifts and Novelties; Online Paper Product Retail; Online Specialty Retail; Paper and Forest Products; Paper Products; Patent Owners and Lessors; Textiles Apparel and Luxury Goods,-,-,-,-,-,-,-,-,-,-,40.50,0.35,-27.60,-80.90,314.60
NasdaqGM:OCUL,Common Stock,Ocular Therapeutix Inc.,Active,Nasdaq Global Market (NasdaqGM), 15.46 ,Common Stock,0001393434,Anti-infective Drugs (Primary); Health Care (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Biotechnology; Biotechnology,-,-,-,-,-,-,-,-,-,-77.30,7.64,-37.00,-15.20,0.75,313.60
NasdaqCM:AQB,Common Stock,AquaBounty Technologies Inc.,Active,Nasdaq Capital Market (NasdaqCM), 5.85 ,Common Stock,0001603978,Agricultural Biotechnology (Primary); Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Animal and Plant Aquaculture; Consumer Staples; Fish Products; Food Products; Food Beverage and Tobacco; Packaged Foods and Meats; Seafood Products; Seafood Seafood Processing and Seafood Products,-,-,-,-,-,-,-,-,-,-,-,-83.80,-4.64,-22.10,313.10
NasdaqGM:TLSA,SPON ADS EACH REPR 10 ORD SHS,Tiziana Life Sciences PLC,Active,Nasdaq Global Market (NasdaqGM), 2.54 ,Depository Receipt (Common Stock),0001723069,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Anti-infective Drugs; Antiviral Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,103.90,34.70,-42.70,-55.50,-42.70,311.80
NasdaqCM:SUMR,Common Stock,Summer Infant Inc.,Active,Nasdaq Capital Market (NasdaqCM), 14.27 ,Common Stock,0001314772,Baby Care Products (Primary); Consumer Staples (Primary); Household and Personal Products (Primary); Personal Products (Primary); Personal Products (Primary); Baby and Toddler Furniture and Accessories; Consumer Discretionary; Consumer Durables and Apparel; Consumer Electronics; Home Furnishings; Household Durables; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Leisure Products; Leisure Products; Linens and Bedding; Online Specialty Retail; Retailing; Strollers and Carriages; Textiles; Textiles Apparel and Luxury Goods,-,-,-68.60,307.60,31.00,-16.70,-65.10,-9.76,47.00,-37.10,6.43,-42.90,-25.00,-43.30,309.50
NasdaqCM:ONCS,Common Stock,OncoSec Medical Incorporated,Active,Nasdaq Capital Market (NasdaqCM), 4.85 ,Common Stock,0001444307,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-71.30,245.80,-46.10,-75.70,-22.00,27.50,-69.60,-74.50,307.90
NasdaqCM:SLS,Common Shares,SELLAS Life Sciences Group Inc.,Active,Nasdaq Capital Market (NasdaqCM), 8.23 ,Common Stock,0001390478,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-72.00,-97.00,305.80
NasdaqCM:GTEC,Ordinary Shares,Greenland Technologies Holding Corporation,Active,Nasdaq Capital Market (NasdaqCM), 8.39 ,Common Stock,0001735041,Capital Goods (Primary); Industrial Machinery (Primary); Industrials (Primary); Machinery (Primary); Material Handling Machinery and Equipment (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-,305.60
NasdaqCM:XPEL,Common Shares,XPEL Inc.,Active,Nasdaq Capital Market (NasdaqCM), 64.83 ,Common Stock,0001695369; 0001767258,Auto Components (Primary); Auto Parts and Equipment (Primary); Automobiles and Components (Primary); Consumer Discretionary (Primary); Motor Vehicle Accessories (Primary); Application Software; Automotive Industry Software; Consumer Services; Diversified Consumer Services; Enterprise Software; Industry Specific Software; Information Technology; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Motor Vehicle Repair and Services; Online Motor Vehicle Parts and Accessories Retail; Online Specialty Retail; Retailing; Software; Software and Services; Specialized Consumer Services,-,-16.10,-97.60,-,-,-,227.80,491.20,83.50,-71.70,70.20,-4.87,330.70,104.60,304.30
NasdaqGS:ZS,Common Stock,Zscaler Inc.,Active,Nasdaq Global Select (NasdaqGS), 190.26 ,Common Stock,0001713683,Information Technology (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Application Software; Enterprise Software; Industry Specific Software,-,-,-,-,-,-,-,-,-,-,-,-,-,-14.20,304.20
NasdaqGM:IVA,SPON ADS EACH REP 1 ORD SHS,Inventiva S.A.,Active,Nasdaq Global Market (NasdaqGM), 13.0 ,Depository Receipt (Common Stock),0001756594; 0001767954,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-27.90,-40.50,-12.00,303.80
NasdaqGS:SRRK,Common Stock,Scholar Rock Holding Corporation,Active,Nasdaq Global Select (NasdaqGS), 34.46 ,Common Stock,0001727196,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,-,-20.60,302.60
NYSE:KRA,Common Shares,Kraton Corporation,Active,New York Stock Exchange (NYSE), 38.89 ,Common Stock,0001321646,Chemicals (Primary); Materials (Primary); Materials (Primary); Specialty Chemicals (Primary); Commodity Chemicals; Elastomers; Fatty Acids; Gum And Wood Chemicals; Industrial Organic Chemicals; Plastic and Synthetic Resins; Polymers; Resins; Synthetic Rubber,-,-,-,-,155.70,-16.10,-17.00,15.20,-27.30,-16.50,68.50,49.40,-16.00,-71.60,300.00
AMEX:YCBD,Common Stock,cbdMD Inc.,Active,NYSE MKT LLC (AMEX), 3.85 ,Common Stock,0001644903,Health Care (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-,-77.10,296.10
NasdaqGM:ARCT,New Ordinary Shares,Arcturus Therapeutics Holdings Inc.,Active,Nasdaq Global Market (NasdaqGM), 36.17 ,Common Stock,0001566049; 0001573745; 0001768224,Biotechnology (Primary); Biotechnology (Primary); Drug Delivery Technologies (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Protein and Genome Sequence Products (Primary); Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals,-,-,-,-,-,-,-,-,-,-,-,-,0.36,149.50,294.50
NasdaqCM:RWLK,Ordinary Shares,ReWalk Robotics Ltd.,Active,Nasdaq Capital Market (NasdaqCM), 1.87 ,Common Stock,0001607962,Assistive and Corrective Equipment for People with Disabilities (Primary); Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Protection and Mobility Devices (Primary); Therapeutic Devices (Primary); Walkers (Primary),-,-,-,-,-,-,-,-,-,-47.20,-76.30,-43.00,-78.80,-88.70,292.20
NasdaqCM:TRCH,New Common Stock,Torchlight Energy Resources Inc.,Active,Nasdaq Capital Market (NasdaqCM), 1.82 ,Common Stock,0001431959,Energy (Primary); Energy (Primary); Oil and Gas Exploration and Production (Primary); Oil and Gas Production (Primary); Oil Gas and Consumable Fuels (Primary),-,-,-,-,-,-54.30,31.30,140.50,-91.10,17.30,193.60,-26.50,40.40,-59.30,290.20
NasdaqGS:ZM,Class A Common Stock,Zoom Video Communications Inc.,Active,Nasdaq Global Select (NasdaqGS), 336.88 ,Common Stock,0001585521,Application Hosting Services (Primary); Application Service Providers (ASPs) (Primary); Application Software (Primary); Information Technology (Primary); Software (Primary); Software and Services (Primary); Audio Conferencing; Communication Services; Conferencing Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Interactive Media and Services; Interactive Media and Services; Media and Entertainment; Messaging Services; Online Services; Telecommunication Services; Video Conferencing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290.20
NYSE:FSLY,Class A Common Stock,Fastly Inc.,Active,New York Stock Exchange (NYSE), 68.92 ,Common Stock,0001517413,Information Technology (Primary); Internet Services and Infrastructure (Primary); IT Services (Primary); Software and Services (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Content Delivery Software; Internet Software; Software; Website Infrastructure Software,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290.20
NasdaqGM:TTGT,Common Stock,TechTarget Inc.,Active,Nasdaq Global Market (NasdaqGM), 76.15 ,Common Stock,0001293282,Advertising (Primary); Communication Services (Primary); Marketing Services (Primary); Media (Primary); Media and Entertainment (Primary); Interactive Media and Services; Interactive Media and Services; Online Services,-,-,-78.50,107.20,59.30,-15.20,-30.40,42.30,75.20,-39.20,24.00,88.30,-2.32,37.40,287.60
NasdaqGS:EGLX,Common Shares,Enthusiast Gaming Holdings Inc.,Active,Nasdaq Global Select (NasdaqGS), 8.35 ,Common Stock,0001760247; 0001854233,Communication Services (Primary); Interactive Media and Services (Primary); Interactive Media and Services (Primary); Media and Entertainment (Primary); Online Services (Primary); Social Media and Networking Platforms (Primary); Amusement And Recreation Services; Consumer Discretionary; Consumer Services; Entertainment; Entertainment Services; Hotels Restaurants and Leisure; Leisure Facilities; Movies and Entertainment; Sports Services; Sports Teams,-,-,-,-,-,-,-,-,-,-,-,-,-,-,286.60
NasdaqCM:ANY,New Common Shares,Sphere 3D Corp.,Active,Nasdaq Capital Market (NasdaqCM), 2.17 ,Common Stock,0001591956,Information Technology (Primary); Operating System Software (Primary); Server Software (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Internet Services and Infrastructure; IT Services,-,-,-,-,-,-,-,-,-38.00,-56.30,-84.30,-71.70,-85.60,-71.80,283.10
NasdaqGM:ENPH,Common Stock,Enphase Energy Inc.,Active,Nasdaq Global Market (NasdaqGM), 166.97 ,Common Stock,0001463101,Information Technology (Primary); Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Batteries; Capital Goods; Consumer Discretionary; Electrical Apparatus; Electrical Components and Equipment; Electrical Equipment; Electronic Equipment and Instruments; Electronic Equipment Instruments and Components; Industrials; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Retailing; Software; Software and Services; Storage Batteries; Technology Hardware and Equipment,-,-,-,-,-,-,-,69.90,70.80,-82.30,-34.00,105.60,174.90,438.10,280.70
NasdaqGS:LOB,Class A Common Stock,Live Oak Bancshares Inc.,Active,Nasdaq Global Select (NasdaqGS), 66.19 ,Common Stock,0001462120,Banks (Primary); Banks (Primary); Financials (Primary); National and State Commercial Banks (Primary); Regional Banks (Primary); State Commercial Banks (Primary); Asset Management and Custody Banks; Capital Markets; Diversified Financial Services; Diversified Financials; Holding Companies; Investment Services and Holding Companies; Multi-Sector Holdings; Offices Of Bank Holding Companies,-,-,-,-,-,-,-,-,-,-,76.00,15.70,-38.00,-4.82,280.50
NasdaqCM:INMB,Common Stock,INmune Bio Inc.,Active,Nasdaq Capital Market (NasdaqCM), 11.95 ,Common Stock,0001711754,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Respiratory Drugs,-,-,-,-,-,-,-,-,-,-,-,-,-,-42.80,280.50
AMEX:AUMN,Common Stock,Golden Minerals Company,Active,NYSE MKT LLC (AMEX), 0.703 ,Common Stock,0001011509,Materials (Primary); Materials (Primary); Metals and Mining (Primary); Precious Metal Ores (Primary); Precious Metals and Minerals (Primary); Diversified Metal Ores; Diversified Metals and Mining; Gold; Gold Ores; Lead Ores; Silver; Silver Ores; Zinc Ores,-,-,-,-,142.90,-62.60,-67.10,-61.50,-52.80,-26.00,69.00,-39.20,-25.00,-30.20,280.10
AMEX:NXE,Common Shares,NexGen Energy Ltd.,Active,NYSE MKT LLC (AMEX), 3.59 ,Common Stock,0001698535,Coal and Consumable Fuels (Primary); Energy (Primary); Energy (Primary); Oil Gas and Consumable Fuels (Primary); Uranium Ores (Primary),-,-,-,-,-,-,-,-,-9.18,113.50,314.70,-31.00,-21.70,-44.10,279.00
NasdaqCM:JAGX,Voting Common Stock,Jaguar Health Inc.,Active,Nasdaq Capital Market (NasdaqCM), 1.62 ,Common Stock,0001188290; 0001585608,Gastrointestinal Drugs (Primary); Health Care (Primary); Oncology Drugs (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Veterinary Drugs (Primary),-,-,-,-,-,-,-,-,-,-,-,-,-91.50,-95.50,277.20
NasdaqCM:MOGO,New Common Shares,Mogo Inc.,Active,Nasdaq Capital Market (NasdaqCM), 7.63 ,Common Stock,0001602842,Consumer Digital Lending (Primary); Consumer Finance (Primary); Consumer Finance (Primary); Credit Card Issuing Personal Credit Institutions (Primary); Diversified Financials (Primary); Financials (Primary); Personal Credit Agencies (Primary); Personal Loan Services (Primary); Application Software; Information Technology; Software; Software and Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276.80
NYSE:CVNA,Class A Common Stock,Carvana Co.,Active,New York Stock Exchange (NYSE), 278.01 ,Common Stock,0001690820,Automotive Retail (Primary); Consumer Discretionary (Primary); Retailing (Primary); Specialty Retail (Primary); Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Online Motor Vehicle Dealers (Used); Online Motor Vehicle Retail; Online Specialty Retail,-,-,-,-,-,-,-,-,-,-,-,-,128.00,90.10,276.20
NasdaqGM:CDNA,Common Stock,CareDx Inc,Active,Nasdaq Global Market (NasdaqGM), 78.96 ,Common Stock,0001217234,Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary); Health Care Equipment; Health Care Equipment and Services; Health Care Equipment and Supplies; Health Care Technology; Health Care Technology; Healthcare Industry Software; Medical Testing Analyzing and Diagnostic Equipment,-,-,-,-,-,-,-,-,-,-29.50,-50.10,167.00,451.20,-26.30,274.70
NasdaqGS:CRWD,Class A Common Stock,CrowdStrike Holdings Inc.,Active,Nasdaq Global Select (NasdaqGS), 219.3 ,Common Stock,0001535527,Information Technology (Primary); Security Software (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software,-,-,-,-,-,-,-,-,-,-,-,-,-,-,274.60
NasdaqCM:FFHL,Ordinary Shares,Fuwei Films (Holdings) Co. Ltd.,Active,Nasdaq Capital Market (NasdaqCM), 8.88 ,Common Stock,0001381074,Chemicals (Primary); Commodity Chemicals (Primary); Films (Primary); Materials (Primary); Materials (Primary); Plastic and Synthetic Resins (Primary); Plastic Products (Primary); Unsupported Plastics Film And Sheet (Primary); Containers and Packaging; Metal and Glass Containers; Plastic Packaging; Plastic Packaging Film And Sheet,-,-51.60,-88.70,118.00,365.10,-69.40,-3.87,-19.50,-45.80,-16.90,35.50,19.70,-40.40,40.70,274.10
